emp_id,status,location,level,gender,emp_age,rating,mgr_rating,mgr_reportees,mgr_age,mgr_tenure,compensation,percent_hike,hiring_score,hiring_source,no_previous_companies_worked,distance_from_home,total_dependents,marital_status,education,promotion_last_2_years,no_leaves_taken,total_experience,monthly_overtime_hrs,date_of_joining,last_working_date,department,mgr_id,cutoff_date,turnover,mgr_effectiveness,career_satisfaction,perf_satisfaction,work_satisfaction
E2700,Active,Orlando,Analyst,Male,26.35,Acceptable,Acceptable,18,29.41,8.18,45660,7,70,Company Website,1,8,2,Single,Bachelors,No,6,6.8,9,10/03/2010,NA,Customer Operations,E9308,31/12/2014,0,0.511,0.89,0.67,0.95
E2711,Active,Chicago,Analyst,Female,24.92,Above Average,Excellent,12,38.38,8.21,52320,13,70,Company Website,9,5,2,Single,Bachelors,No,8,4.97,10,20/08/2010,NA,Customer Operations,E162,31/12/2014,0,0.588,0.83,0.83,0.73
E2714,Active,Chicago,Analyst,Female,27.09,Above Average,Below Average,14,41.68,13.2,59340,12,72,Social Media,3,25,2,Single,Bachelors,No,16,8.91,4,25/03/2011,NA,Customer Operations,E4306,31/12/2014,0,0.6,0.58,0.59,0.87
E2716,Active,Orlando,Specialist,Male,30.77,Above Average,Above Average,12,33.95,11.65,90624,15,70,Social Media,9,13,4,Single,Bachelors,Yes,21,8.32,4,07/06/2006,NA,Customer Operations,E12245,31/12/2014,0,0.69,0.77,0.54,0.77
E2731,Active,Orlando,Analyst,Male,34.06,Above Average,Acceptable,9,34.98,2.09,89592,10,75,Social Media,2,12,4,Single,Bachelors,No,24,14.72,7,30/05/2012,NA,Customer Operations,E10072,31/12/2014,0,0.65,0.67,0.56,0.84
E2733,Active,Orlando,Analyst,Male,24.86,Acceptable,Above Average,9,35.54,4.21,49032,9,70,Social Media,2,11,5,Single,Bachelors,No,11,4.83,10,10/03/2010,NA,Customer Operations,E1149,31/12/2014,0,0.75,0.76,0.74,0.95
E2737,Active,New York,Analyst,Female,31.43,Acceptable,Above Average,8,31.78,2.5,39900,8,71,Consultant,7,22,5,Single,Bachelors,No,9,8.32,5,18/01/2012,NA,Customer Operations,E9543,31/12/2014,0,0.83,0.83,0.78,0.87
E2744,Active,Chicago,Specialist,Male,30.22,Acceptable,Acceptable,17,29.28,2.84,59616,11,72,Job Boards,9,11,5,Single,Bachelors,Yes,13,6.24,4,23/09/2009,NA,Customer Operations,E9185,31/12/2014,0,0.94,0.88,1,0.93
E2752,Inactive,Orlando,Analyst,Female,28.54,Acceptable,Above Average,19,34.82,10.88,60288,6,73,Consultant,3,29,4,Single,Bachelors,No,33,10.12,15,09/11/2011,27/03/2014,Customer Operations,E4715,31/12/2014,1,0.574,0.88,0.81,0.86
E2753,Active,Orlando,Analyst,Male,29.05,Above Average,Above Average,10,33.48,12.16,54624,12,70,Employee Referral,6,16,3,Single,Bachelors,No,6,7.04,3,07/11/2009,NA,Customer Operations,E13975,31/12/2014,0,0.35,0.4,0.4,0.92
E276,Active,Chicago,Analyst,Female,26.85,Acceptable,Above Average,14,27.05,6.58,60372,10,72,Walk-In,3,5,4,Single,Bachelors,No,17,5.31,9,17/02/2010,NA,Customer Operations,E77,31/12/2014,0,0.98,1,1,0.93
E2760,Active,Orlando,Analyst,Male,25.43,Acceptable,Below Average,20,28.65,7.14,51660,8,72,Walk-In,3,19,2,Single,Bachelors,No,3,4.62,4,14/03/2012,NA,Customer Operations,E3089,31/12/2014,0,0.62,0.73,0.64,0.87
E277,Active,Chicago,Analyst,Male,28.52,Acceptable,Excellent,12,38.38,8.21,43128,13,71,Job Boards,1,24,3,Single,Bachelors,No,15,7.48,10,09/10/2009,NA,Customer Operations,E162,31/12/2014,0,0.588,0.83,0.83,0.73
E2771,Active,Chicago,Analyst,Male,23.88,Acceptable,Above Average,18,33.57,4.42,40764,13,73,Consultant,8,13,3,Single,Bachelors,No,17,3.6,1,17/02/2012,NA,Customer Operations,E11704,31/12/2014,0,0.399,0.55,0.59,0.83
E2775,Active,Orlando,Analyst,Male,34.88,Below Average,Above Average,9,35.54,4.21,68424,4,79,Consultant,2,6,2,Married,Bachelors,No,4,11.73,2,17/08/2005,NA,Customer Operations,E1149,31/12/2014,0,0.75,0.76,0.74,0.95
E2782,Active,Chicago,Analyst,Male,26.27,Above Average,Acceptable,15,32.58,2.38,59556,14,74,Company Website,4,19,5,Single,Bachelors,No,24,7.52,0,30/03/2012,NA,Customer Operations,E1454,31/12/2014,0,0.35,0.31,0.44,0.94
E2784,Active,New York,Specialist,Male,28.72,Acceptable,Acceptable,19,36.59,2.21,65004,13,81,Company Website,4,5,5,Single,Bachelors,Yes,10,10.56,6,27/01/2010,NA,Customer Operations,E10905,31/12/2014,0,0.81,0.83,0.86,0.86
E2798,Active,Orlando,Analyst,Male,31.34,Acceptable,Acceptable,26,36.01,10.32,45228,8,70,Job Fairs,3,23,4,Single,Bachelors,No,3,7.02,1,27/01/2010,NA,Customer Operations,E3312,31/12/2014,0,0.518,0.89,0.78,0.91
E2805,Active,Chicago,Analyst,Male,26.58,Acceptable,Excellent,4,35.99,7.92,43020,13,73,Walk-In,9,13,3,Single,Bachelors,No,6,7.02,4,20/07/2011,NA,Customer Operations,E6655,31/12/2014,0,0.581,0.72,0.84,0.85
E2807,Active,Orlando,Analyst,Female,30.54,Below Average,Above Average,11,33,11.78,57540,4,82,Job Fairs,4,24,4,Single,Bachelors,No,1,6.76,6,15/08/2012,NA,Customer Operations,E8965,31/12/2014,0,0.86,0.92,0.92,0.88
E2809,Active,Chicago,Analyst,Female,27.7,Above Average,Acceptable,15,34.86,9.47,48312,10,72,Walk-In,4,15,2,Single,Bachelors,No,17,5.2,5,30/03/2012,NA,Customer Operations,E2927,31/12/2014,0,0.602,0.82,0.91,0.88
E2816,Active,Orlando,Analyst,Female,34.82,Above Average,Acceptable,13,30.5,2.04,63564,10,70,Social Media,4,8,3,Single,Masters,No,21,15.98,8,19/09/2012,NA,Customer Operations,E12855,31/12/2014,0,0.66,0.84,0.68,0.76
E2823,Inactive,Orlando,Specialist,Male,38.2,Acceptable,Acceptable,17,31.51,4.16,100644,6,70,Consultant,3,16,4,Married,Bachelors,Yes,11,18.8,14,27/07/2011,23/02/2014,Customer Operations,E6264,31/12/2014,1,0.203,0.2,0.4,0.68
E2827,Active,Chicago,Analyst,Male,25.53,Excellent,Above Average,21,30.2,4.66,57384,15,75,Consultant,7,15,5,Single,Bachelors,No,14,5.84,6,18/04/2012,NA,Customer Operations,E12494,31/12/2014,0,0.511,0.74,0.79,0.85
E2830,Active,New York,Specialist,Male,33.2,Above Average,Acceptable,12,33.76,1.27,75600,10,70,Social Media,0,7,8,Married,Bachelors,Yes,8,8.25,8,11/04/2007,NA,Customer Operations,E12614,31/12/2014,0,0.47,0.33,0.5,0.87
E2836,Active,New York,Specialist,Male,31.39,Above Average,Above Average,9,33.34,0.89,89316,14,72,Consultant,9,25,5,Married,Masters,Yes,3,10.53,9,12/10/2011,NA,Customer Operations,E9991,31/12/2014,0,0.98,1,0.96,0.93
E2850,Active,Orlando,Analyst,Male,28.49,Acceptable,Above Average,14,35.83,2.27,46500,13,70,Consultant,3,19,5,Single,Bachelors,No,10,7.7,9,22/12/2010,NA,Customer Operations,E7308,31/12/2014,0,0.567,0.84,0.78,0.86
E2854,Active,Chicago,Specialist,Male,26.69,Acceptable,Acceptable,15,35.82,3.99,54852,13,71,Walk-In,4,15,2,Single,Bachelors,Yes,22,5.94,10,07/04/2010,NA,Customer Operations,E359,31/12/2014,0,0.98,1,1,0.96
E2858,Active,Orlando,Specialist,Female,33.31,Below Average,Below Average,22,33.29,11.82,135624,6,71,Consultant,4,11,3,Single,Bachelors,Yes,6,13.05,0,22/02/2012,NA,Customer Operations,E13810,31/12/2014,0,0.553,0.85,0.78,0.78
E2870,Active,Orlando,Analyst,Male,28.25,Excellent,Excellent,11,52.46,15.05,58008,14,70,Consultant,3,23,4,Single,Bachelors,No,5,6.5,6,13/01/2010,NA,Customer Operations,E13943,31/12/2014,0,0.77,0.86,0.71,1
E2877,Active,New York,Analyst,Male,29.05,Acceptable,Acceptable,7,32.52,10.64,52320,10,73,Consultant,2,14,2,Single,Bachelors,No,25,8.8,8,27/10/2010,NA,Customer Operations,E11648,31/12/2014,0,0.86,1,0.78,0.6
E2885,Inactive,Orlando,Analyst,Male,25.56,Acceptable,Excellent,8,35.09,2.25,44556,9,74,Walk-In,3,30,4,Single,Bachelors,No,10,7.12,5,07/04/2010,28/01/2014,Customer Operations,E13918,31/12/2014,1,0.99,1,1,1
E2890,Inactive,Chicago,Analyst,Male,30.66,Below Average,Above Average,13,31.45,2.68,50916,3,74,Job Fairs,9,29,8,Married,Bachelors,No,15,10.27,7,23/09/2009,02/10/2014,Customer Operations,E7981,31/12/2014,1,0.497,0.67,0.67,0.73
E2898,Active,Chicago,Analyst,Female,28.88,Acceptable,Acceptable,21,34.73,2.65,57600,8,71,Walk-In,0,15,2,Single,Bachelors,No,15,9.57,10,04/07/2012,NA,Customer Operations,E5357,31/12/2014,0,0.79,0.77,0.85,0.8
E2906,Inactive,New York,Specialist,Male,32.24,Below Average,Acceptable,11,38.47,4.01,122400,5,77,Job Boards,0,27,3,Single,Bachelors,Yes,4,13.44,15,23/05/2012,20/02/2014,Customer Operations,E8993,31/12/2014,1,0.553,0.87,0.76,0.82
E2909,Active,Orlando,Analyst,Male,37.5,Below Average,Below Average,20,28.65,7.14,63360,4,76,Social Media,0,7,8,Married,Bachelors,No,22,17.8,10,26/03/2010,NA,Customer Operations,E3089,31/12/2014,0,0.62,0.73,0.64,0.87
E2912,Active,Orlando,Analyst,Male,37.14,Below Average,Above Average,20,32.7,8.08,66312,8,81,Job Fairs,3,6,3,Single,Bachelors,No,13,14.63,7,03/08/2005,NA,Customer Operations,E11856,31/12/2014,0,0.69,0.73,0.82,0.67
E2922,Inactive,Orlando,Analyst,Male,25.15,Acceptable,Excellent,8,35.09,2.25,37320,10,75,Company Website,4,35,4,Single,Masters,No,15,5.25,0,26/07/2012,16/11/2014,Customer Operations,E13918,31/12/2014,1,0.99,1,1,1
E2925,Active,Orlando,Analyst,Male,30.5,Acceptable,Unacceptable,8,27.1,6.14,46212,8,70,Social Media,6,15,3,Single,Bachelors,No,7,11.16,7,23/10/2009,NA,Customer Operations,E13935,31/12/2014,0,0.93,0.95,0.91,0.94
E2927,Active,Chicago,Specialist,Male,35.35,Acceptable,Acceptable,4,37.49,2.48,104532,7,67,Job Fairs,0,23,5,Single,Bachelors,Yes,3,11.05,0,20/02/2005,NA,Customer Operations,E12944,31/12/2014,0,0.69,0.7,0.7,0.81
E2931,Inactive,Chicago,Analyst,Female,26.07,Above Average,Acceptable,14,35.41,10.43,41676,10,74,Employee Referral,0,33,4,Single,Bachelors,No,20,8,14,16/09/2011,11/12/2014,Customer Operations,E11751,31/12/2014,1,0.315,0.36,0.5,0.79
E2935,Active,Chicago,Analyst,Female,31.73,Above Average,Acceptable,17,29.28,2.84,55776,13,72,Company Website,3,18,4,Single,Bachelors,Yes,4,12.18,7,22/10/2009,NA,Customer Operations,E9185,31/12/2014,0,0.94,0.88,1,0.93
E2946,Active,Chicago,Analyst,Male,27.62,Above Average,Acceptable,16,40.46,0.06,53484,12,71,Job Fairs,1,8,2,Single,Bachelors,No,3,8,1,09/12/2011,NA,Customer Operations,E6775,31/12/2014,0,0.72,0.77,0.77,0.77
E2948,Active,Chicago,Specialist,Male,33.61,Acceptable,Acceptable,14,32.69,2.44,63048,9,84,Company Website,3,18,4,Single,Bachelors,Yes,12,14.4,2,03/02/2006,NA,Customer Operations,E13461,31/12/2014,0,0.75,0.79,0.84,0.61
E2966,Inactive,Orlando,Analyst,Male,25.62,Acceptable,Acceptable,21,31.81,2.28,37116,9,70,Social Media,0,29,8,Single,Masters,No,8,5.6,9,14/12/2011,28/08/2014,Customer Operations,E11701,31/12/2014,1,0.525,0.75,0.75,0.78
E2978,Active,Chicago,Analyst,Female,25.59,Below Average,Above Average,14,28.9,6.43,36132,7,73,Job Fairs,9,23,2,Single,Bachelors,No,19,6.8,3,17/08/2011,NA,Customer Operations,E3606,31/12/2014,0,0.88,0.89,0.83,0.96
E2979,Active,Orlando,Specialist,Male,31.21,Above Average,Acceptable,13,34.02,1.06,97176,10,64,Company Website,2,12,5,Married,Masters,Yes,17,11.44,9,07/06/2006,NA,Customer Operations,E4096,31/12/2014,0,0.74,0.86,0.71,0.83
E2980,Active,Orlando,Analyst,Male,29.11,Acceptable,Above Average,12,31.84,8.18,75804,13,74,Job Boards,7,13,5,Single,Bachelors,No,8,10.12,0,04/01/2012,NA,Customer Operations,E7261,31/12/2014,0,0.89,0.9,0.9,0.88
E2988,Active,Chicago,Analyst,Male,27.16,Below Average,Acceptable,9,33.33,1.6,48060,4,69,Consultant,5,7,3,Single,Bachelors,Yes,2,5.85,3,13/08/2009,NA,Customer Operations,E12038,31/12/2014,0,0.65,0.6,0.8,0.6
E3011,Inactive,Orlando,Specialist,Male,26.11,Above Average,Excellent,19,27.11,5.16,62136,7,70,Job Fairs,7,18,6,Single,Bachelors,Yes,9,5.52,12,02/12/2009,06/03/2014,Customer Operations,E13915,31/12/2014,1,0.71,0.87,0.65,0.88
E3012,Active,Orlando,Analyst,Male,27.81,Above Average,Acceptable,14,39.66,2.88,58224,12,71,Job Fairs,0,11,5,Single,Bachelors,No,22,6.4,4,09/05/2010,NA,Customer Operations,E13327,31/12/2014,0,0.91,0.93,0.9,0.89
E3039,Active,Orlando,Analyst,Female,37.18,Acceptable,Acceptable,13,30.5,2.04,69540,7,71,Job Boards,2,22,4,Married,Masters,No,15,15.58,0,15/08/2012,NA,Customer Operations,E12855,31/12/2014,0,0.66,0.84,0.68,0.76
E3041,Inactive,Orlando,Analyst,Male,33.68,Below Average,Acceptable,20,45.57,3.32,58188,5,77,Job Fairs,3,20,7,Single,Bachelors,No,19,11.2,15,09/11/2011,24/04/2014,Customer Operations,E680,31/12/2014,1,0.553,0,0.79,0
E3044,Inactive,Orlando,Analyst,Female,22.14,Acceptable,Acceptable,26,36.01,10.32,37068,12,71,Social Media,4,12,5,Single,Bachelors,No,3,3.36,0,29/03/2012,23/01/2014,Customer Operations,E3312,31/12/2014,1,0.518,0.89,0.78,0.91
E3058,Inactive,New York,Analyst,Male,39.59,Unacceptable,Excellent,7,35.08,2.21,43812,0,71,Walk-In,4,39,4,Single,Masters,No,27,11.22,14,07/10/2009,12/10/2014,Customer Operations,E11347,31/12/2014,1,0.9,0.94,0.97,0.86
E3060,Inactive,Orlando,Analyst,Male,26.12,Acceptable,Above Average,8,37.18,2.17,38220,6,70,Consultant,9,23,2,Single,Bachelors,No,14,6.16,14,01/02/2012,18/12/2014,Customer Operations,E3938,31/12/2014,1,0.343,0.78,0.11,0.84
E3103,Active,Orlando,Analyst,Male,27.15,Acceptable,Acceptable,9,32.33,2.86,40080,10,70,Job Boards,1,11,2,Single,Bachelors,No,21,5.31,2,09/02/2011,NA,Customer Operations,E10429,31/12/2014,0,0.52,0.56,0.5,0.81
E3112,Active,Chicago,Analyst,Male,27.98,Acceptable,Acceptable,12,26.18,4.7,51696,12,70,Social Media,5,16,4,Single,Bachelors,Yes,2,9.5,3,04/06/2010,NA,Customer Operations,E8582,31/12/2014,0,0.95,1,0.94,0.87
E312,Active,Orlando,Analyst,Male,26.85,Acceptable,Acceptable,13,30.5,2.04,49464,12,75,Consultant,8,8,3,Married,Masters,No,17,8.64,6,06/07/2012,NA,Customer Operations,E12855,31/12/2014,0,0.66,0.84,0.68,0.76
E3123,Inactive,Orlando,Analyst,Female,24.36,Above Average,Acceptable,14,33.71,12.47,41832,9,70,Employee Referral,6,15,4,Single,Masters,No,34,4.74,3,17/08/2011,17/08/2014,Customer Operations,E3643,31/12/2014,1,0.49,0.82,0.71,0.58
E3124,Active,Orlando,Analyst,Male,31.21,Acceptable,Acceptable,13,34.02,1.06,82896,12,77,Job Fairs,3,5,3,Married,Bachelors,No,6,10.92,1,30/01/2010,NA,Customer Operations,E4096,31/12/2014,0,0.74,0.86,0.71,0.83
E3125,Active,Orlando,Analyst,Male,32.06,Acceptable,Acceptable,17,35.14,11.34,48180,8,70,Job Boards,7,11,5,Married,Bachelors,No,10,11.48,1,18/11/2009,NA,Customer Operations,E3555,31/12/2014,0,0.76,0.85,0.65,0.9
E3136,Active,Orlando,Analyst,Female,40.54,Above Average,Acceptable,19,39.74,10.73,83064,13,74,Walk-In,9,19,9,Married,Bachelors,No,4,22.77,2,17/08/2005,NA,Customer Operations,E5654,31/12/2014,0,0.66,0.71,0.71,0.74
E314,Inactive,Chicago,Analyst,Male,25.89,Below Average,Above Average,11,33.62,2.44,47088,3,72,Company Website,1,14,7,Single,Bachelors,No,29,4.24,3,27/04/2011,27/02/2014,Customer Operations,E191,31/12/2014,1,0.61,0.63,0.6,0.77
E3143,Active,Orlando,Analyst,Male,30.26,Below Average,Acceptable,14,33.71,12.47,47100,4,70,Job Boards,7,6,5,Single,Bachelors,No,10,11.16,9,14/10/2009,NA,Customer Operations,E3643,31/12/2014,0,0.49,0.82,0.71,0.58
E3144,Active,Chicago,Analyst,Female,24.44,Acceptable,Acceptable,11,26.68,6.58,41856,13,74,Job Boards,9,11,2,Single,Bachelors,No,21,4.68,5,15/07/2011,NA,Customer Operations,E12073,31/12/2014,0,0.67,0.71,0.65,0.87
E3150,Active,Orlando,Analyst,Male,35.05,Above Average,Above Average,19,32.22,2.08,55260,14,72,Walk-In,4,12,5,Single,Bachelors,No,23,11.56,8,03/03/2010,NA,Customer Operations,E12279,31/12/2014,0,0.504,0.68,0.84,0.85
E3153,Active,Orlando,Analyst,Male,39.04,Above Average,Acceptable,19,39.74,10.73,75780,12,87,Consultant,9,14,5,Married,Bachelors,No,23,15.12,1,28/09/2005,NA,Customer Operations,E5654,31/12/2014,0,0.66,0.71,0.71,0.74
E3160,Active,Chicago,Analyst,Female,28.18,Unacceptable,Excellent,21,29.99,1.61,49344,0,70,Walk-In,2,17,5,Single,Bachelors,No,13,9.6,4,05/11/2010,NA,Customer Operations,E2285,31/12/2014,0,0.89,0.87,0.93,0.95
E3161,Active,Chicago,Analyst,Female,24.58,Below Average,Acceptable,15,32.58,2.38,43332,7,71,Social Media,8,17,2,Single,Bachelors,No,19,5.67,5,21/10/2011,NA,Customer Operations,E1454,31/12/2014,0,0.35,0.31,0.44,0.94
E3166,Active,New York,Analyst,Male,26.7,Acceptable,Acceptable,5,30.64,4.78,58140,10,70,Employee Referral,3,16,4,Single,Bachelors,No,22,7.83,1,26/10/2011,NA,Customer Operations,E3982,31/12/2014,0,0.86,0.86,0.86,0.97
E3180,Inactive,New York,Analyst,Male,33.55,Acceptable,Acceptable,15,35.56,2.17,62652,7,72,Job Fairs,9,36,8,Married,Masters,No,19,12.16,3,01/02/2012,25/12/2014,Customer Operations,E5095,31/12/2014,1,0.609,0.8,1,0.85
E3189,Active,New York,Analyst,Male,29.47,Acceptable,Acceptable,12,37.75,8.1,45984,13,70,Consultant,9,14,4,Single,Bachelors,No,2,9.02,8,06/03/2011,NA,Customer Operations,E1614,31/12/2014,0,0.43,0.57,0.43,0.57
E3195,Active,Chicago,Analyst,Female,25.15,Acceptable,Excellent,4,35.99,7.92,41040,9,72,Consultant,6,18,3,Single,Bachelors,No,8,4.76,0,15/07/2011,NA,Customer Operations,E6655,31/12/2014,0,0.581,0.72,0.84,0.85
E3205,Inactive,Chicago,Specialist,Male,25.76,Above Average,Acceptable,17,33.85,3.21,53916,7,70,Walk-In,5,16,9,Married,Bachelors,Yes,22,4.16,6,23/09/2009,20/11/2014,Customer Operations,E9149,31/12/2014,1,0.469,0.63,0.77,0.78
E3206,Active,Orlando,Analyst,Male,31.72,Above Average,Below Average,11,32.02,10.38,65280,14,83,Walk-In,6,11,8,Married,Bachelors,No,1,9.94,3,26/10/2011,NA,Customer Operations,E4839,31/12/2014,0,0.9,0.93,1,0.9
E3207,Inactive,Orlando,Analyst,Male,25.64,Acceptable,Acceptable,21,34.56,3.36,46152,5,70,Job Boards,7,39,4,Single,Masters,No,22,6.48,15,22/12/2010,30/01/2014,Customer Operations,E5336,31/12/2014,1,0.315,0.86,0.43,0.83
E3233,Active,Chicago,Analyst,Male,25.58,Acceptable,Above Average,16,33.68,6.41,38808,11,73,Employee Referral,7,14,3,Single,Bachelors,No,11,4.72,5,28/12/2011,NA,Customer Operations,E12897,31/12/2014,0,0.616,0.86,1,0.95
E3249,Active,Orlando,Specialist,Male,31.73,Acceptable,Acceptable,2,36.7,3.43,89592,9,71,Company Website,0,7,3,Single,Bachelors,Yes,11,8.96,6,01/06/2005,NA,Customer Operations,E11482,31/12/2014,0,0.441,0.67,0.67,0.79
E3251,Active,Chicago,Analyst,Male,31.26,Acceptable,Acceptable,13,25.44,4.32,57120,9,70,Walk-In,5,13,5,Single,Bachelors,No,10,9.49,6,30/09/2009,NA,Customer Operations,E2106,31/12/2014,0,0.7,0.6,0.73,0.78
E3267,Active,Orlando,Analyst,Male,34.8,Below Average,Acceptable,11,32.49,0.61,67920,3,77,Job Fairs,2,25,4,Single,Bachelors,No,11,13.94,2,07/06/2006,NA,Customer Operations,E7906,31/12/2014,0,0.96,1,1,1
E3269,Active,Orlando,Analyst,Male,27.97,Acceptable,Acceptable,7,34.31,10.55,50856,14,70,Walk-In,8,12,3,Single,Bachelors,No,20,8.2,9,09/10/2009,NA,Customer Operations,E6187,31/12/2014,0,0.87,0.97,0.81,0.91
E3273,Active,Orlando,Specialist,Male,27.2,Above Average,Acceptable,11,32.49,0.61,74664,15,70,Walk-In,6,10,7,Married,Bachelors,Yes,16,8.46,10,29/12/2010,NA,Customer Operations,E7906,31/12/2014,0,0.96,1,1,1
E3277,Active,Orlando,Analyst,Male,32.09,Above Average,Acceptable,11,32.49,0.61,69216,14,70,Job Fairs,7,19,4,Single,Bachelors,No,2,12.46,0,25/06/2008,NA,Customer Operations,E7906,31/12/2014,0,0.96,1,1,1
E3290,Inactive,Orlando,Analyst,Male,25.81,Below Average,Above Average,10,28.09,4.74,32148,6,70,Job Boards,1,27,5,Single,Masters,No,16,4.56,8,19/09/2012,22/05/2014,Customer Operations,E2717,31/12/2014,1,0.511,0.92,0.67,0.85
E3300,Inactive,Chicago,Analyst,Female,23.78,Acceptable,Acceptable,18,33.54,2.65,35928,9,73,Walk-In,0,17,4,Single,Bachelors,No,25,5.58,7,28/12/2011,15/02/2014,Customer Operations,E4176,31/12/2014,1,0.21,0.38,0.38,0.6
E3311,Active,Orlando,Analyst,Male,30.1,Above Average,Acceptable,19,39.74,10.73,53484,14,70,Job Boards,4,19,8,Married,Bachelors,No,19,9.24,4,07/11/2009,NA,Customer Operations,E5654,31/12/2014,0,0.66,0.71,0.71,0.74
E3312,Active,Orlando,Specialist,Male,36.5,Acceptable,Excellent,3,30.42,2.36,92940,11,72,Social Media,2,20,5,Single,Bachelors,Yes,2,14.58,1,16/04/2004,NA,Customer Operations,E1260,31/12/2014,0,0.77,0.85,0.79,0.88
E332,Active,Orlando,Specialist,Male,38.31,Above Average,Unacceptable,4,35.58,12.95,109296,15,80,Consultant,9,9,7,Married,Bachelors,Yes,17,10.6,3,12/02/2003,NA,Customer Operations,E14003,31/12/2014,0,0.76,0.78,0.78,0.86
E3321,Active,Chicago,Analyst,Female,25.46,Acceptable,Acceptable,11,26.68,6.58,55032,11,71,Job Boards,2,15,8,Married,Bachelors,No,22,4.41,8,07/04/2010,NA,Customer Operations,E12073,31/12/2014,0,0.67,0.71,0.65,0.87
E3336,Active,Orlando,Specialist,Male,32.8,Acceptable,Acceptable,7,34.31,10.55,80016,11,71,Consultant,4,16,4,Single,Bachelors,Yes,4,14.7,5,19/09/2007,NA,Customer Operations,E6187,31/12/2014,0,0.87,0.97,0.81,0.91
E3338,Inactive,Chicago,Analyst,Female,27.59,Unacceptable,Acceptable,17,33.85,3.21,41868,0,72,Job Boards,2,12,5,Single,Bachelors,No,6,5.4,15,18/04/2012,08/01/2014,Customer Operations,E9149,31/12/2014,1,0.469,0.63,0.77,0.78
E3348,Active,Chicago,Analyst,Male,29.67,Above Average,Acceptable,19,37.33,10.05,53580,14,71,Job Fairs,0,14,4,Single,Bachelors,Yes,13,11.16,6,25/11/2009,NA,Customer Operations,E4051,31/12/2014,0,0.94,0.95,0.95,0.94
E3350,Active,Orlando,Analyst,Male,28.29,Acceptable,Above Average,20,32.7,8.08,57672,12,72,Employee Referral,6,24,2,Single,Bachelors,No,6,6.6,6,18/05/2011,NA,Customer Operations,E11856,31/12/2014,0,0.69,0.73,0.82,0.67
E3351,Active,Orlando,Analyst,Female,27.99,Acceptable,Acceptable,26,36.01,10.32,48180,14,70,Social Media,4,25,2,Single,Bachelors,No,23,5.7,1,18/11/2009,NA,Customer Operations,E3312,31/12/2014,0,0.518,0.89,0.78,0.91
E3355,Active,Chicago,Analyst,Female,23.53,Acceptable,Above Average,10,30.34,1.23,39192,12,73,Consultant,7,17,4,Single,Bachelors,No,4,5.4,6,04/07/2012,NA,Customer Operations,E12078,31/12/2014,0,0.99,1,1,0.98
E3357,Active,Chicago,Analyst,Male,27.33,Above Average,Above Average,11,33.62,2.44,62616,15,74,Job Fairs,9,20,5,Single,Bachelors,Yes,1,6.21,5,18/11/2011,NA,Customer Operations,E191,31/12/2014,0,0.61,0.63,0.6,0.77
E3360,Active,Chicago,Specialist,Male,30.65,Below Average,Above Average,21,37.8,14.42,102108,6,74,Walk-In,8,21,9,Married,Bachelors,Yes,18,10.53,3,21/02/2007,NA,Customer Operations,E3549,31/12/2014,0,0.75,0.72,0.75,0.88
E3367,Active,Chicago,Analyst,Male,26.5,Acceptable,Above Average,7,32.58,10.05,38064,13,70,Social Media,7,9,2,Single,Bachelors,No,3,6.8,4,17/08/2011,NA,Customer Operations,E1475,31/12/2014,0,0.85,0.87,0.8,0.87
E3371,Active,New York,Analyst,Female,27.27,Acceptable,Below Average,14,42.41,4.49,46320,11,71,Job Boards,2,16,2,Married,Bachelors,No,17,6.3,5,27/04/2011,NA,Customer Operations,E13428,31/12/2014,0,0.6,0.8,0.53,0.63
E3372,Active,Orlando,Specialist,Female,32.33,Excellent,Acceptable,5,40.21,13.95,65544,12,81,Social Media,8,15,3,Single,Bachelors,Yes,7,10.78,5,10/03/2010,NA,Customer Operations,E124,31/12/2014,0,0.76,0.8,0.8,0.93
E3380,Active,Orlando,Analyst,Female,27.15,Above Average,Acceptable,11,35.32,11.65,58980,11,74,Walk-In,1,7,2,Single,Masters,No,20,8.28,4,07/10/2009,NA,Customer Operations,E10542,31/12/2014,0,0.39,0.71,0.43,0.6
E3383,Active,Chicago,Analyst,Female,25.51,Acceptable,Acceptable,15,38.03,4.87,38772,13,73,Consultant,3,7,4,Single,Bachelors,No,19,5.52,0,02/05/2012,NA,Customer Operations,E11147,31/12/2014,0,0.7,0.62,0.79,0.91
E3389,Active,New York,Specialist,Male,33.12,Below Average,Above Average,8,31.78,2.5,91020,6,73,Employee Referral,2,23,5,Single,Bachelors,Yes,23,9.9,7,25/01/2012,NA,Customer Operations,E9543,31/12/2014,0,0.83,0.83,0.78,0.87
E34,Active,Chicago,Analyst,Male,25.78,Acceptable,Above Average,16,26.41,6.45,51120,7,74,Job Boards,1,5,3,Single,Bachelors,No,20,6.4,3,09/11/2011,NA,Customer Operations,E13652,31/12/2014,0,0.56,0.57,0.57,0.74
E3403,Inactive,Chicago,Analyst,Male,24.92,Below Average,Acceptable,18,33.75,10.45,35256,6,72,Company Website,6,14,2,Single,Bachelors,No,28,4.41,1,06/01/2012,13/05/2014,Customer Operations,E7466,31/12/2014,1,0.441,0.67,0.61,0.8
